Protocol,Source IP Address,Source Port,Destination IP Address,Destination Port,Captured Length 
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1394
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,282
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1454
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1454
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1190
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1418
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,354
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1442
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1406
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1106
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1406
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1394
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1394
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1406
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1394
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1394
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1334
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1454
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1370
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1370
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1442
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1418
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1442
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1406
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,886
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,538
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,934
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1430
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1442
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,610
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49388,151.139.128.14,49388,54
